district,transaction_date,sqft,price_aed,project_stage,lat,lng,distance_to_beach_km,drive_time_burj_khalifa_min,amenity_density_1km,has_waterfront_view,developer_tier,floor_level,service_charge_aed,supply_pressure_2y,momentum_3m,momentum_6m,momentum_12m,roi_pct,days_on_market,12_month_appreciation_pct
Palm Jabal Ali,2026-01-06,829.1509199999999,2859000.0,1,24.9876012,55.0220064,15.05,86,1,0,1,21,21.6,874,3.1,5.753322427704873,8.032140507289514,4.63,91,4.3
Business Bay,2026-01-29,903.20724,2414405.0,1,25.06,55.2,7.09,42,11,0,1,29,18.4,271,3.3,6.124504519814864,8.55034312066303,8.49,70,8.2
JUMEIRAH VILLAGE CIRCLE,2026-01-29,1095.45228,1711829.0,1,25.065,55.205,7.44,40,11,0,2,44,18.5,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
DUBAI PRODUCTION CITY,2026-01-29,755.7404399999999,1081175.0,1,25.0321285,55.1912732,7.83,50,1,0,3,6,13.3,1117,2.9,5.382140335594881,7.513937893915997,8.36,20,5.9
BUSINESS BAY,2026-01-29,1001.2672799999999,2818180.0,1,25.185,55.265,17.79,4,25,0,1,23,25.2,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
DUBAI SCIENCE PARK,2026-01-29,486.85571999999996,794430.0,1,25.0735423,55.2412462,10.96,35,16,0,2,26,24.9,1318,1.5,2.7838656908249386,3.8865196003013773,4.65,96,4.0
JUMEIRAH VILLAGE CIRCLE,2026-01-29,1095.45228,1735437.0,1,25.065,55.205,7.44,40,12,0,2,57,16.5,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Madinat Al Mataar,2026-01-29,780.6052799999999,1194828.0,1,24.9170063,55.1057072,18.11,88,1,0,2,42,28.5,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
MOTOR CITY,2026-01-29,634.64544,1320051.0,1,25.06,55.2,7.09,42,12,0,1,41,15.0,1120,2.2,4.08300301320991,5.700228747108688,4.75,31,3.3
Al Yelayiss 1,2026-01-29,2519.09892,4937240.0,1,25.06,55.2,7.09,42,10,0,1,37,15.3,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
BUSINESS BAY,2026-01-29,824.8453199999999,2970888.0,1,25.185,55.265,17.79,4,31,0,1,16,24.7,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
Palm Jabal Ali,2026-01-06,1363.7988,5252000.0,1,24.9876012,55.0220064,15.05,86,1,0,1,29,15.7,874,3.1,5.753322427704873,8.032140507289514,4.63,91,4.3
ARJAN,2026-01-29,873.4986,1200000.0,1,25.0603309,55.2354858,10.56,39,9,0,3,1,12.9,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
DUBAI PRODUCTION CITY,2026-01-29,1205.568,1744933.0,1,25.0321285,55.1912732,7.83,50,5,0,3,11,14.1,1117,2.9,5.382140335594881,7.513937893915997,8.36,20,5.9
Madinat Al Mataar,2026-01-29,1665.08316,3484888.0,1,24.9170063,55.1057072,18.11,88,1,0,1,52,29.9,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
JUMEIRAH VILLAGE CIRCLE,2026-01-29,745.08408,1240310.0,1,25.065,55.205,7.44,40,13,0,2,20,17.3,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Al Yelayiss 1,2026-01-29,1552.59936,2845920.0,1,25.06,55.2,7.09,42,4,0,2,58,25.7,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
Ras Al Khor Industrial First,2026-01-29,615.5931599999999,1649781.0,1,25.06,55.2,7.09,42,8,0,1,49,26.1,1726,4.3,7.980414980364824,11.141356187530615,6.09,54,5.0
Madinat Al Mataar,2026-01-29,780.6052799999999,1153828.0,1,24.9170063,55.1057072,18.11,88,1,0,3,6,14.8,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Madinat Al Mataar,2026-01-29,742.07016,1550888.0,1,24.9170063,55.1057072,18.11,88,1,0,1,18,19.1,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Madinat Dubai Almelaheyah,2026-01-29,889.21404,2410000.0,1,25.06,55.2,7.09,42,10,0,1,37,17.0,1314,2.5,4.639776151374898,6.477532667168963,8.06,51,6.7
JUMEIRAH VILLAGE CIRCLE,2026-01-29,346.92371999999995,699534.0,1,25.065,55.205,7.44,40,13,0,1,51,22.4,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
JUMEIRAH VILLAGE TRIANGLE,2026-01-06,419.90363999999994,819000.0,1,25.0498433,55.1907008,6.65,45,11,0,1,40,29.2,959,3.4,6.310095565869861,8.809444427349788,8.89,50,13.4
TECOM SITE A,2026-01-29,465.54299999999995,2493120.0,1,25.06,55.2,7.09,42,9,0,1,51,27.9,1527,1.4,2.5982746447699423,3.627418293614619,5.74,39,4.2
SAMA AL JADAF,2026-01-29,379.75392,828999.0,1,25.06,55.2,7.09,42,9,0,1,16,16.1,1707,1.6,2.9694567368799345,4.145620906988136,7.5,109,8.4
DUBAI PRODUCTION CITY,2026-01-29,1244.9642399999998,1755313.0,1,25.0321285,55.1912732,7.83,50,5,0,3,10,11.6,1117,2.9,5.382140335594881,7.513937893915997,8.36,20,5.9
BUSINESS BAY,2026-01-29,917.2004399999998,1500000.0,1,25.185,55.265,17.79,4,31,0,2,54,17.6,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
Al Yelayiss 1,2026-01-29,1550.0159999999998,2903000.0,1,25.06,55.2,7.09,42,12,0,2,37,20.9,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
Bukadra,2026-01-29,870.8076,2055088.0,1,25.06,55.2,7.09,42,13,0,1,42,29.1,1243,1.9,3.526229875044922,4.922924827048411,6.85,111,12.8
ARJAN,2026-01-29,882.8632799999999,1403700.0,1,25.0603309,55.2354858,10.56,39,12,0,2,52,15.1,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
BUSINESS BAY,2026-01-29,1009.23264,3424999.0,1,25.185,55.265,17.79,4,31,0,1,19,15.0,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
Palm Deira,2026-01-29,1275.1034399999999,2403000.0,1,25.2761408,55.3016752,27.72,22,22,0,2,16,20.3,126,3.1,5.753322427704873,8.032140507289514,6.86,21,4.8
JUMEIRAH VILLAGE CIRCLE,2026-01-29,417.10499999999996,728925.0,1,25.065,55.205,7.44,40,12,0,2,56,28.3,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Hadaeq Sheikh Mohammed Bin Rashid,2026-01-06,680.9306399999999,1857888.0,1,25.121173,55.2704737,14.67,21,21,0,1,32,23.6,920,1.0,1.855910460549959,2.591013066867585,4.75,61,6.2
TECOM SITE A,2026-01-29,562.63428,2240000.0,1,25.06,55.2,7.09,42,8,0,1,15,18.7,1527,1.4,2.5982746447699423,3.627418293614619,5.74,39,4.2
Madinat Al Mataar,2026-01-29,1118.9178,2233310.0,1,24.9170063,55.1057072,18.11,88,1,0,1,23,16.2,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Madinat Al Mataar,2026-01-29,1112.7823199999998,2386888.0,1,24.9170063,55.1057072,18.11,88,1,0,1,58,22.5,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
BUSINESS BAY,2026-01-29,830.5502399999999,2107900.0,1,25.185,55.265,17.79,4,30,0,1,43,26.9,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
JUMEIRAH VILLAGE CIRCLE,2026-01-29,771.2406,1186452.0,1,25.065,55.205,7.44,40,13,0,2,44,22.6,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
JUMEIRAH VILLAGE CIRCLE,2026-01-29,837.86976,1399999.0,1,25.065,55.205,7.44,40,5,0,2,35,20.4,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Al Yelayiss 1,2026-01-29,1550.0159999999998,2903000.0,1,25.06,55.2,7.09,42,8,0,2,22,18.3,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
TECOM SITE A,2026-01-29,465.54299999999995,1830720.0,1,25.06,55.2,7.09,42,10,0,1,55,26.3,1527,1.4,2.5982746447699423,3.627418293614619,5.74,39,4.2
Madinat Al Mataar,2026-01-29,742.07016,1550888.0,1,24.9170063,55.1057072,18.11,88,1,0,1,20,21.9,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Palm Jabal Ali,2026-01-06,1237.64472,4272000.0,1,24.9876012,55.0220064,15.05,86,1,0,1,30,28.3,874,3.1,5.753322427704873,8.032140507289514,4.63,91,4.3
TECOM SITE A,2026-01-29,465.54299999999995,1937000.0,1,25.06,55.2,7.09,42,13,0,1,45,17.0,1527,1.4,2.5982746447699423,3.627418293614619,5.74,39,4.2
TECOM SITE A,2026-01-29,808.0534799999999,2480000.0,1,25.06,55.2,7.09,42,4,0,1,31,29.6,1527,1.4,2.5982746447699423,3.627418293614619,5.74,39,4.2
JUMEIRAH VILLAGE CIRCLE,2026-01-29,800.8416,1031432.0,1,25.065,55.205,7.44,40,12,0,3,7,11.2,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
MOTOR CITY,2026-01-29,1146.2583599999998,2435781.0,1,25.06,55.2,7.09,42,11,0,1,56,27.1,1120,2.2,4.08300301320991,5.700228747108688,4.75,31,3.3
SAMA AL JADAF,2026-01-29,999.9756,2222999.0,1,25.06,55.2,7.09,42,13,0,1,29,16.8,1707,1.6,2.9694567368799345,4.145620906988136,7.5,109,8.4
JUMEIRAH VILLAGE CIRCLE,2026-01-29,429.80652,869999.0,1,25.065,55.205,7.44,40,9,0,1,27,19.3,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Madinat Al Mataar,2026-01-29,1256.2664399999999,1849828.0,1,24.9170063,55.1057072,18.11,88,1,0,3,11,10.9,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
Al Yelayiss 1,2026-01-29,1550.0159999999998,2982000.0,1,25.06,55.2,7.09,42,9,0,2,22,26.6,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
Madinat Al Mataar,2026-01-29,764.67456,1628888.0,1,24.9170063,55.1057072,18.11,88,1,0,1,35,21.2,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
TECOM SITE A,2026-01-29,760.15368,2820000.0,1,25.06,55.2,7.09,42,7,0,1,49,24.9,1527,1.4,2.5982746447699423,3.627418293614619,5.74,39,4.2
Madinat Al Mataar,2026-01-29,1125.16092,2331888.0,1,24.9170063,55.1057072,18.11,88,1,0,1,30,18.9,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
SAMA AL JADAF,2026-01-29,894.91896,2085999.0,1,25.06,55.2,7.09,42,4,0,1,51,21.8,1707,1.6,2.9694567368799345,4.145620906988136,7.5,109,8.4
JUMEIRAH VILLAGE CIRCLE,2026-01-29,831.41136,1167610.0,1,25.065,55.205,7.44,40,8,0,3,1,11.6,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
SAMA AL JADAF,2026-01-29,699.1218,1571999.0,1,25.06,55.2,7.09,42,9,0,1,43,25.2,1707,1.6,2.9694567368799345,4.145620906988136,7.5,109,8.4
Madinat Al Mataar,2026-01-29,1113.6434399999998,2288888.0,1,24.9170063,55.1057072,18.11,88,1,0,1,31,17.2,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
DOWN TOWN JABAL ALI,2026-01-29,1122.46992,1535772.0,1,25.06,55.2,7.09,42,12,0,3,6,13.4,1711,1.9,3.526229875044922,4.922924827048411,5.8,83,4.3
Al Yelayiss 2,2026-01-29,669.84372,1182888.0,1,25.06,55.2,7.09,42,8,0,2,22,15.6,1205,2.7,5.01095824348489,6.99573528054248,8.57,14,10.3
SAMA AL JADAF,2026-01-29,699.2294399999998,1572999.0,1,25.06,55.2,7.09,42,12,0,1,19,15.6,1707,1.6,2.9694567368799345,4.145620906988136,7.5,109,8.4
Dubai Investment Park Second,2026-01-02,1528.05744,3655888.0,1,25.06,55.2,7.09,42,13,0,1,28,16.9,1845,2.7,5.01095824348489,6.99573528054248,8.39,88,12.9
Palm Jabal Ali,2026-01-06,735.2888399999999,2504000.0,1,24.9876012,55.0220064,15.05,86,1,0,1,16,24.0,874,3.1,5.753322427704873,8.032140507289514,4.63,91,4.3
Madinat Al Mataar,2026-01-29,764.67456,1603888.0,1,24.9170063,55.1057072,18.11,88,1,0,1,49,22.0,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
MAJAN,2026-01-29,372.4344,683999.0,1,25.0929388,55.3184835,18.8,30,13,0,2,46,29.9,1246,1.7,3.1550477829349304,4.404722213674894,5.22,118,5.0
Madinat Al Mataar,2026-01-29,780.6052799999999,1207828.0,1,24.9170063,55.1057072,18.11,88,1,0,2,30,19.3,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
BUSINESS BAY,2026-01-29,715.59072,2916029.0,1,25.185,55.265,17.79,4,24,0,1,39,22.5,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
Madinat Al Mataar,2026-01-29,1119.456,2401888.0,1,24.9170063,55.1057072,18.11,88,1,0,1,44,28.2,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
SAMA AL JADAF,2026-01-29,385.13592,876999.0,1,25.06,55.2,7.09,42,12,0,1,52,26.6,1707,1.6,2.9694567368799345,4.145620906988136,7.5,109,8.4
INTERNATIONAL CITY PH 2 & 3,2026-01-29,831.62664,807195.2,1,25.06,55.2,7.09,42,5,0,3,10,10.2,1183,4.8,8.908370210639802,12.436862720964408,8.4,102,8.8
Madinat Al Mataar,2026-01-29,1112.7823199999998,2391888.0,1,24.9170063,55.1057072,18.11,88,1,0,1,42,26.7,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
SOBHA HEARTLAND,2026-01-29,1616.32224,3240000.0,1,25.06,55.2,7.09,42,9,0,1,46,16.3,231,3.3,6.124504519814864,8.55034312066303,5.37,75,8.8
JUMEIRAH VILLAGE TRIANGLE,2026-01-29,576.62748,927847.0,1,25.0498433,55.1907008,6.65,45,7,0,2,45,29.0,959,3.4,6.310095565869861,8.809444427349788,8.89,50,13.4
Hadaeq Sheikh Mohammed Bin Rashid,2026-01-06,1065.20544,2587888.0,1,25.121173,55.2704737,14.67,21,20,0,1,34,15.3,920,1.0,1.855910460549959,2.591013066867585,4.75,61,6.2
TECOM SITE A,2026-01-29,652.9442399999999,2487000.0,1,25.06,55.2,7.09,42,7,0,1,25,28.3,1527,1.4,2.5982746447699423,3.627418293614619,5.74,39,4.2
SAMA AL JADAF,2026-01-29,379.75392,837999.0,1,25.06,55.2,7.09,42,13,0,1,15,26.6,1707,1.6,2.9694567368799345,4.145620906988136,7.5,109,8.4
Al Yelayiss 1,2026-01-29,2432.3410799999997,5012000.0,1,25.06,55.2,7.09,42,11,0,1,35,24.5,1611,4.0,7.423641842199836,10.36405226747034,5.38,56,10.4
Al Wasl,2026-01-29,756.6015600000001,2220000.0,1,25.06,55.2,7.09,42,4,0,1,59,15.0,947,1.5,2.7838656908249386,3.8865196003013773,4.7,55,11.9
DUBAI SPORTS CITY,2026-01-29,1137.64716,1699999.2,1,25.06,55.2,7.09,42,6,0,3,1,11.6,1242,3.9,7.23805079614484,10.104950960783581,5.82,44,9.9
DUBAI SOUTH,2026-01-29,450.15047999999996,655620.0,1,24.9144391,55.1615128,18.41,83,1,0,3,4,12.3,838,2.9,5.382140335594881,7.513937893915997,8.51,29,7.7
SOBHA HEARTLAND,2026-01-29,881.14104,1875621.0,1,25.06,55.2,7.09,42,4,0,1,46,21.3,231,3.3,6.124504519814864,8.55034312066303,5.37,75,8.8
Madinat Al Mataar,2026-01-29,1118.9178,2415888.0,1,24.9170063,55.1057072,18.11,88,1,0,1,27,26.4,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
DUBAI INDUSTRIAL CITY,2026-01-29,464.35895999999997,626886.0,1,25.06,55.2,7.09,42,12,0,3,9,13.6,1114,2.0,3.711820921099918,5.18202613373517,8.05,47,7.3
Al Barsha First,2026-01-29,1056.91716,1902438.0,1,25.06,55.2,7.09,42,11,0,2,45,16.4,1186,3.4,6.310095565869861,8.809444427349788,8.67,55,14.5
Palm Jabal Ali,2026-01-06,1538.7137999999998,4447000.0,1,24.9876012,55.0220064,15.05,86,1,0,1,18,29.9,874,3.1,5.753322427704873,8.032140507289514,4.63,91,4.3
DMCC-EZ2,2026-01-29,1201.90824,3509548.0,1,25.06,55.2,7.09,42,5,0,1,47,22.3,692,3.9,7.23805079614484,10.104950960783581,5.8,96,3.1
BUSINESS BAY,2026-01-29,828.7203599999999,2236640.0,1,25.185,55.265,17.79,4,32,0,1,31,18.4,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
BUSINESS BAY,2026-01-29,860.6894399999999,2268720.0,1,25.185,55.265,17.79,4,32,0,1,28,18.2,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
SOBHA HEARTLAND,2026-01-30,860.5817999999999,1828821.0,1,25.06,55.2,7.09,42,7,0,1,45,24.8,231,3.3,6.124504519814864,8.55034312066303,5.37,75,8.8
FALCON CITY OF WONDERS,2026-01-29,821.07792,1465000.0,1,25.06,55.2,7.09,42,9,0,2,34,18.5,1571,3.2,5.938913473759869,8.291241813976272,5.35,47,2.5
Madinat Al Mataar,2026-01-29,1126.34496,2302888.0,1,24.9170063,55.1057072,18.11,88,1,0,1,24,17.6,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
JUMEIRAH VILLAGE CIRCLE,2026-01-29,350.36819999999994,745000.0,1,25.065,55.205,7.44,40,8,0,1,39,24.3,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
ARJAN,2026-01-29,466.18883999999997,875000.0,1,25.0603309,55.2354858,10.56,39,11,0,2,22,28.9,841,2.7,5.01095824348489,6.99573528054248,8.04,24,14.7
BUSINESS PARK,2026-01-29,345.63203999999996,1349000.0,1,25.048462,55.2349614,10.84,42,9,0,1,15,21.2,671,2.4,4.454185105319901,6.218431360482204,7.1,85,12.8
Palm Jabal Ali,2026-01-06,1236.46068,4268000.0,1,24.9876012,55.0220064,15.05,86,1,0,1,40,23.2,874,3.1,5.753322427704873,8.032140507289514,4.63,91,4.3
SAMA AL JADAF,2026-01-29,383.41367999999994,834999.0,1,25.06,55.2,7.09,42,5,0,1,45,21.4,1707,1.6,2.9694567368799345,4.145620906988136,7.5,109,8.4
BUSINESS BAY,2026-01-29,1138.07772,3155926.0,1,25.185,55.265,17.79,4,32,0,1,37,16.9,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
JUMEIRAH VILLAGE CIRCLE,2026-01-29,385.24355999999995,747000.0,1,25.065,55.205,7.44,40,5,0,1,59,15.4,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
DUBAI PRODUCTION CITY,2026-01-29,1315.5760799999998,1471224.0,1,25.0321285,55.1912732,7.83,50,8,0,3,1,10.0,1117,2.9,5.382140335594881,7.513937893915997,8.36,20,5.9
Madinat Al Mataar,2026-01-29,1113.6434399999998,2279888.0,1,24.9170063,55.1057072,18.11,88,1,0,1,19,16.8,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
JUMEIRAH VILLAGE CIRCLE,2026-01-29,825.38352,1032003.0,1,25.065,55.205,7.44,40,5,0,3,3,11.4,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
SAMA AL JADAF,2026-01-29,769.9489199999999,1649999.0,1,25.06,55.2,7.09,42,9,0,1,35,28.6,1707,1.6,2.9694567368799345,4.145620906988136,7.5,109,8.4
Palm Jabal Ali,2026-01-06,1235.1689999999999,4285000.0,1,24.9876012,55.0220064,15.05,86,1,0,1,57,26.0,874,3.1,5.753322427704873,8.032140507289514,4.63,91,4.3
Al Hebiah Fifth,2026-01-29,1136.6783999999998,1577600.0,1,25.06,55.2,7.09,42,4,0,3,5,10.1,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
PALM DEIRA,2026-01-29,1044.43092,3253000.0,1,25.06,55.2,7.09,42,11,0,1,45,29.4,1407,1.8,3.3406388289899263,4.663823520361653,8.94,61,8.6
Al Hebiah Fifth,2026-01-29,1136.6783999999998,2465250.0,1,25.06,55.2,7.09,42,5,0,1,15,23.5,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
Business Bay,2026-01-29,777.91428,2067044.0,1,25.06,55.2,7.09,42,10,0,1,15,22.9,271,3.3,6.124504519814864,8.55034312066303,8.49,70,8.2
BUSINESS BAY,2026-01-29,1442.376,3666327.0,1,25.185,55.265,17.79,4,32,0,1,56,23.0,594,3.8,7.052459750089844,9.845849654096822,5.92,85,6.1
Al Hebiah Fifth,2026-01-29,1136.6783999999998,1560550.0,1,25.06,55.2,7.09,42,5,0,3,11,10.8,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
SILICON OASIS,2026-01-29,818.6021999999999,1439140.0,1,25.1063647,55.3764714,24.77,35,11,0,2,42,27.4,910,3.2,5.938913473759869,8.291241813976272,8.87,25,9.1
Al Hebiah Fifth,2026-01-29,1136.6783999999998,1481200.0,1,25.06,55.2,7.09,42,10,0,3,10,11.1,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
Al Hebiah Fifth,2026-01-29,1136.6783999999998,1560550.0,1,25.06,55.2,7.09,42,10,0,3,12,12.3,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
Al Hebiah Fifth,2026-01-29,1136.6783999999998,2543100.0,1,25.06,55.2,7.09,42,11,0,1,25,27.8,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
DUBAI PRODUCTION CITY,2026-01-06,1144.64376,1527285.0,1,25.0321285,55.1912732,7.83,50,7,0,3,9,10.2,1117,2.9,5.382140335594881,7.513937893915997,8.36,20,5.9
MAJAN,2026-01-29,379.32336,444030.0,1,25.0929388,55.3184835,18.8,30,12,0,3,14,14.0,1246,1.7,3.1550477829349304,4.404722213674894,5.22,118,5.0
Al Hebiah Fifth,2026-01-29,1136.6783999999998,1531050.0,1,25.06,55.2,7.09,42,12,0,3,13,11.1,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
TECOM SITE A,2026-01-29,569.20032,2259880.0,1,25.06,55.2,7.09,42,10,0,1,27,26.1,1527,1.4,2.5982746447699423,3.627418293614619,5.74,39,4.2
Madinat Al Mataar,2026-01-29,1118.9178,2287888.0,1,24.9170063,55.1057072,18.11,88,1,0,1,27,18.1,261,4.1,7.609232888254831,10.623153574157097,5.71,49,7.0
DUBAI PRODUCTION CITY,2026-01-29,423.0251999999999,706961.0,1,25.0321285,55.1912732,7.83,50,4,0,2,41,28.5,1117,2.9,5.382140335594881,7.513937893915997,8.36,20,5.9
Al Hebiah Fifth,2026-01-29,1894.464,2718000.0,1,25.06,55.2,7.09,42,11,0,3,4,14.6,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
Al Hebiah Fifth,2026-01-29,1136.6783999999998,1531050.0,1,25.06,55.2,7.09,42,13,0,3,14,10.5,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
Al Hebiah Fifth,2026-01-29,1894.464,2945000.0,1,25.06,55.2,7.09,42,13,0,2,40,15.2,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
MAJAN,2026-01-29,763.92108,1129999.0,1,25.0929388,55.3184835,18.8,30,15,0,3,11,13.7,1246,1.7,3.1550477829349304,4.404722213674894,5.22,118,5.0
Al Hebiah Fifth,2026-01-29,1894.464,2277000.0,1,25.06,55.2,7.09,42,10,0,3,8,11.6,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
Hadaeq Sheikh Mohammed Bin Rashid,2026-01-06,1603.2977999999998,4146888.0,1,25.121173,55.2704737,14.67,21,18,0,1,45,25.5,920,1.0,1.855910460549959,2.591013066867585,4.75,61,6.2
Al Hebiah Fifth,2026-01-29,1894.464,2106150.0,1,25.06,55.2,7.09,42,12,0,3,6,14.5,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
Al Hebiah Fifth,2026-01-29,1894.464,2143100.0,1,25.06,55.2,7.09,42,13,0,3,2,10.2,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
Al Hebiah Fifth,2026-01-29,1136.6783999999998,1507650.0,1,25.06,55.2,7.09,42,9,0,3,9,11.5,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
JUMEIRAH VILLAGE TRIANGLE,2026-01-29,715.8059999999999,1200000.0,1,25.0498433,55.1907008,6.65,45,8,0,2,15,24.6,959,3.4,6.310095565869861,8.809444427349788,8.89,50,13.4
Al Hebiah Fifth,2026-01-29,1136.6783999999998,2248250.0,1,25.06,55.2,7.09,42,10,0,1,46,16.8,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
Al Hebiah Fifth,2026-01-29,1894.464,2049150.0,1,25.06,55.2,7.09,42,4,0,3,6,10.7,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
TECOM SITE A,2026-01-29,853.0469999999999,3279360.0,1,25.06,55.2,7.09,42,9,0,1,48,29.3,1527,1.4,2.5982746447699423,3.627418293614619,5.74,39,4.2
Al Hebiah Fifth,2026-01-29,1136.6783999999998,2312000.0,1,25.06,55.2,7.09,42,7,0,1,57,20.1,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
SOBHA HEARTLAND,2026-01-29,1133.87976,4400269.0,1,25.06,55.2,7.09,42,12,0,1,35,23.2,231,3.3,6.124504519814864,8.55034312066303,5.37,75,8.8
Al Hebiah Fifth,2026-01-29,1136.6783999999998,2312000.0,1,25.06,55.2,7.09,42,10,0,1,51,16.4,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
JUMEIRAH VILLAGE CIRCLE,2026-01-29,656.1734399999999,1064581.0,1,25.065,55.205,7.44,40,6,0,2,45,25.4,390,4.1,7.609232888254831,10.623153574157097,8.42,27,10.5
Al Hebiah Fifth,2026-01-29,1136.6783999999998,1632000.0,1,25.06,55.2,7.09,42,4,0,3,12,13.1,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
MAJAN,2026-01-29,375.87888,692999.0,1,25.0929388,55.3184835,18.8,30,16,0,2,51,29.4,1246,1.7,3.1550477829349304,4.404722213674894,5.22,118,5.0
Al Hebiah Fifth,2026-01-29,1136.6783999999998,2205750.0,1,25.06,55.2,7.09,42,5,0,1,59,21.3,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
DUBAI SOUTH,2026-01-29,1093.29948,2117888.0,1,24.9144391,55.1615128,18.41,83,1,0,1,22,28.6,838,2.9,5.382140335594881,7.513937893915997,8.51,29,7.7
DUBAI INDUSTRIAL CITY,2026-01-29,385.45884,585899.0,1,25.06,55.2,7.09,42,6,0,2,31,19.6,1114,2.0,3.711820921099918,5.18202613373517,8.05,47,7.3
Al Hebiah Fifth,2026-01-29,1136.6783999999998,2335500.0,1,25.06,55.2,7.09,42,13,0,1,38,25.7,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
Al Hebiah Fifth,2026-01-29,1136.6783999999998,1604800.0,1,25.06,55.2,7.09,42,13,0,3,11,14.6,962,2.2,4.08300301320991,5.700228747108688,9.24,48,9.3
MAJAN,2026-01-29,372.4344,713999.0,1,25.0929388,55.3184835,18.8,30,18,0,2,36,19.6,1246,1.7,3.1550477829349304,4.404722213674894,5.22,118,5.0
DUBAI PRODUCTION CITY,2026-01-06,768.98016,1048106.0,1,25.0321285,55.1912732,7.83,50,9,0,3,13,14.2,1117,2.9,5.382140335594881,7.513937893915997,8.36,20,5.9
TECOM SITE A,2026-01-29,467.80343999999997,1947000.0,1,25.06,55.2,7.09,42,13,0,1,22,24.6,1527,1.4,2.5982746447699423,3.627418293614619,5.74,39,4.2
